# F3,F4,T3,T4,C1,C2
-116.093,-180.125,-250.617,-86.832,-79.232,-121.223
-116.093,-183.165,-257.837,-89.683,-82.082,-124.644
-114.953,-186.965,-254.037,-93.293,-84.172,-133.954
-119.133,-190.765,-251.567,-97.283,-83.032,-136.614
-120.653,-185.255,-258.787,-98.423,-81.132,-130.534
-118.753,-183.735,-265.057,-98.613,-83.032,-126.734
-114.953,-181.835,-263.157,-97.283,-82.082,-131.104
-114.383,-185.825,-256.697,-97.473,-82.272,-129.774
-112.673,-186.015,-258.027,-96.523,-83.412,-125.404
-106.403,-185.825,-247.387,-96.333,-82.462,-124.263
-113.433,-191.905,-243.017,-99.563,-81.512,-129.964
-115.713,-190.195,-250.047,-100.323,-82.272,-126.734
-112.293,-187.725,-252.707,-99.373,-81.512,-121.033
-114.763,-186.965,-252.517,-100.513,-81.322,-119.893
-113.623,-184.495,-252.897,-95.383,-81.132,-124.453
-111.343,-179.935,-253.657,-90.063,-79.612,-128.824
-107.923,-180.505,-251.947,-87.592,-79.232,-121.793
-106.973,-180.885,-246.437,-84.362,-75.812,-116.663
-104.123,-184.115,-238.647,-84.742,-73.532,-116.473
-100.703,-185.445,-233.897,-86.642,-73.912,-121.033
-104.313,-182.975,-239.217,-89.493,-77.522,-123.503
-106.593,-182.595,-242.447,-89.683,-79.042,-122.173
-106.213,-181.645,-240.927,-92.153,-79.802,-124.453
-102.223,-185.445,-240.167,-93.673,-78.092,-126.734
-102.603,-185.825,-241.687,-94.243,-77.142,-124.834
-103.173,-183.925,-247.957,-93.293,-79.042,-122.173
-105.643,-180.315,-243.967,-92.913,-76.952,-121.793
-104.883,-183.355,-238.077,-92.533,-75.432,-130.534
-101.653,-184.495,-238.457,-90.823,-76.002,-126.734
-101.843,-181.645,-241.497,-88.542,-76.382,-121.033
-107.733,-181.075,-243.587,-88.923,-75.622,-121.983
-106.403,-186.015,-238.837,-91.013,-76.382,-128.064
-108.113,-186.205,-239.027,-91.963,-78.282,-130.534
-109.823,-184.495,-241.307,-91.963,-80.942,-125.974
-111.723,-183.355,-243.017,-92.723,-80.182,-121.413
-108.873,-185.825,-244.917,-95.953,-79.042,-121.603
-111.533,-189.245,-246.627,-98.993,-83.032,-124.644
-111.153,-189.815,-252.327,-97.283,-83.792,-118.753
-111.533,-186.205,-251.567,-96.523,-81.892,-118.183
-110.203,-185.445,-247.197,-94.813,-84.172,-120.083
-106.403,-187.155,-248.147,-96.523,-86.642,-122.933
-107.733,-184.495,-248.147,-95.003,-85.502,-122.173
-102.223,-185.065,-240.927,-91.583,-83.412,-120.083
-100.893,-184.875,-239.787,-89.683,-82.652,-124.453
-99.943,-182.025,-241.307,-89.683,-86.452,-129.394
-103.173,-181.075,-243.967,-90.253,-85.692,-121.033
-96.523,-179.365,-240.927,-90.443,-82.272,-120.843
-89.683,-177.655,-232.377,-93.103,-77.902,-121.413
-92.343,-171.385,-231.807,-91.203,-79.232,-122.743
-90.823,-170.815,-231.236,-90.823,-79.422,-122.173
-85.882,-173.855,-229.526,-88.923,-83.982,-121.603
-82.272,-175.185,-228.956,-90.823,-79.802,-128.824
-84.742,-173.855,-229.716,-91.963,-79.992,-136.804
-83.982,-171.955,-234.657,-87.782,-79.042,-133.954
-78.472,-169.295,-231.046,-87.022,-79.232,-123.883
-83.602,-172.335,-228.196,-92.723,-78.852,-119.703
