F3,F4,T3,T4,C1,C2
-0.1041079,0.0051089,-1.0674648,0.7539622,0.5353009,-0.0467622
-0.0598972,0.3553478,-1.1490165,0.7811097,0.9841936,0.1202772
-0.1922483,0.4784846,-1.0371450,0.8214177,1.3662983,0.0990005
-0.1669795,0.3637724,-1.0107085,0.8739821,0.9300472,0.1519945
-0.1397497,0.3420660,-1.1958876,0.8424082,0.6441454,0.4666335
-0.2273411,0.3852022,-1.3001947,0.7680748,0.5120627,0.3640240
-0.1714173,0.2003515,-1.3005207,0.7784191,0.6442946,-0.0605716
-0.2512264,0.1428015,-1.2841933,0.6493121,0.6192254,0.1137530
-0.2461070,0.1714359,-1.3072491,0.8409007,0.4223032,0.5313985
-0.1452386,0.3139118,-1.3932347,0.9322913,0.5764838,0.2694952
-0.0604676,0.3111938,-1.2652507,0.9565642,0.6378232,0.2598076
-0.0308738,0.4840792,-1.2420672,0.8993992,0.6012853,0.5382708
0.0680460,0.7127702,-1.0045053,0.9650784,0.6812113,0.5063841
0.2078635,0.9446219,-0.7645369,0.9781021,1.2569993,0.3116170
0.1226361,0.6606976,-0.8483821,0.8421605,1.2336628,0.2742172
0.1435245,0.2185186,-1.0959250,0.5679786,0.2809394,0.3531916
0.1720264,0.3241800,-1.1634278,0.6541267,0.1723030,-0.0556048
0.1714139,0.3310850,-1.3539579,0.4230457,0.3680393,-0.1840396
0.2756330,0.4117438,-1.4220663,0.4289033,0.5078158,0.1697088
0.3530917,0.6064420,-1.1099379,0.6403467,0.9855421,-0.2039614
0.3988011,0.6958447,-0.9993088,0.6714028,1.3673832,-0.0646417
0.5995269,0.8084838,-0.8685046,0.8628350,1.3886580,0.4616500
0.5892807,1.0602074,-0.4955636,1.2035314,1.4460663,0.8201388
0.5082807,0.8738602,-0.4650761,1.4014728,2.1743059,1.0043274
0.4424767,1.0417765,-0.7754233,1.4419330,2.1588893,1.0795705
0.4767444,0.9157962,-0.7956533,1.5251806,1.5791677,0.9561675
0.3569655,0.8904020,-0.8009245,1.3558505,0.7548678,0.8329545
0.2717840,1.1297494,-1.0306492,1.2077043,0.7115079,0.7037133
0.2755273,1.2541567,-1.0279785,1.0963103,0.2241015,0.6428103
0.3661325,1.1544175,-0.7867125,0.9528373,0.0446281,0.4202466
0.3627916,1.1778719,-0.7379212,0.9361332,0.8001649,0.5169906
0.3601671,1.2268487,-0.9236820,1.0098357,0.8627036,0.7035428
0.4103656,1.2476087,-0.9431229,1.0211585,0.3152708,0.4158725
0.4830233,1.3820008,-1.1464177,0.8589402,0.0641979,0.0183737
0.4231434,1.0436903,-1.0158463,0.6934954,-0.3522355,0.1263512
0.3671718,1.1759027,-0.9105750,0.5894548,-0.3927710,0.0738332
0.4849435,1.0072786,-0.8775431,0.3868495,-0.7211388,-0.4824471
0.4588070,1.0147638,-0.9102517,0.2677026,-0.4653562,-0.2653576
0.3879186,0.9891336,-1.0226963,0.5190036,-0.1787637,-0.2218343
0.5345501,0.8185959,-1.0049355,0.5819529,-0.5879747,-0.6315156
0.4958741,0.9290353,-1.0419161,0.6124159,-0.7943701,-0.5956841
0.4982646,0.9792573,-1.0661864,0.6496873,-0.0289203,-0.0084888
0.4760216,0.7639412,-0.5662590,0.5874430,0.3702844,0.2181005
0.4520898,0.5865214,-0.4539554,0.5549433,0.8853950,-0.1369402
0.3895586,0.5906417,-0.7381131,0.6147288,0.9052932,-0.0550998
0.3668496,0.4201041,-0.7151122,0.6131175,0.6177205,-0.0840479
0.4485340,0.4948615,-0.9610987,0.4349473,-0.1551651,-0.4525853
0.3847390,0.3195485,-0.9920233,0.3413579,-0.0323406,-0.1610604
0.2900487,0.1292601,-0.8934756,0.2611869,-0.0229021,-0.2140679
0.3339055,0.3006081,-0.8535904,0.4712228,0.2044674,-0.4754676
0.3700430,0.4402633,-0.8750365,0.6954247,0.9511067,-0.1141346
0.3379245,0.2858542,-0.9482886,0.7557251,0.7663969,0.4050101
0.3658292,0.3469821,-0.8374225,0.7892963,0.7837371,0.0880653
0.3543592,0.4326425,-0.7442970,0.7081177,1.0830632,0.1380252
0.2714892,0.4574197,-0.7977641,0.7102700,0.7070951,0.3922677
0.3560842,0.4098459,-0.6790587,0.8486797,0.4056284,0.2728527
0.4127847,0.5857275,-0.5107952,0.8367425,0.3960849,-0.0238994
0.2748259,0.7536070,-0.8120351,0.8305100,0.3153982,0.2178682
0.1846293,0.4505417,-0.9372728,0.8080535,0.7274557,0.0586212
0.1310871,0.1661941,-1.0007652,0.5409256,0.0639831,-0.4693594
0.0697585,0.2938021,-1.2087908,0.4809746,-0.6201946,-0.2629144
-0.0118045,0.3083380,-1.2946461,0.4272695,-0.5658941,0.0495380
-0.0722659,0.0330806,-1.1014295,0.4755617,-0.8692513,0.1184065
-0.0221785,0.0722555,-1.0093189,0.5151571,-0.4720067,0.0619063
0.0210981,0.2814183,-1.2709413,0.3789740,0.1643016,0.3885177
-0.0324903,-0.0539168,-1.4912499,0.3393379,-0.2941115,0.2341831
-0.0846246,-0.2618332,-1.4340241,0.3071014,-0.5179975,-0.1090681
-0.1322585,-0.5507298,-1.6034511,0.0355241,-0.8986160,-0.1038722
-0.1428763,-0.4791119,-1.7507033,-0.0578369,-0.8723820,-0.2076480
-0.0961225,-0.5281065,-1.4688416,-0.1779688,-0.5750753,-0.4951360
-0.1182701,-0.4164588,-1.5444486,-0.2595353,-0.9788465,-0.4360488
-0.1512412,-0.3837200,-1.6335889,0.0994301,-1.0626972,-0.3079811
-0.0368890,-0.0845628,-1.6644064,0.1541665,-0.6865430,-0.3891608
-0.0220721,-0.0869310,-1.6849649,0.2016446,-0.4916825,-0.4018874
-0.1333936,0.0285651,-1.6105857,0.2316107,-0.5803383,-0.1367813
0.0713740,-0.0355197,-1.5856479,0.4165133,-0.6545468,0.0293147
0.1534916,-0.0022409,-1.5955132,0.3537505,-0.4938678,-0.0123287
0.1567379,0.1326194,-1.4448068,0.3422195,-0.4878078,-0.1724198
0.1157422,-0.1513169,-1.4932395,0.4067707,-0.3953470,-0.2058863
-0.0570198,-0.1144281,-1.5409962,0.3444302,-0.1765522,-0.3271491
-0.1026791,-0.1336453,-1.4278597,0.1378597,-0.1258458,-0.2760822
-0.1043538,-0.1297779,-1.4345608,0.1350872,0.0179737,0.1288464
-0.1932473,-0.2565303,-1.5719627,0.1067206,0.0684704,-0.1326005
-0.1778788,-0.1569407,-1.6105058,0.1819846,-0.2352830,-0.3517635
-0.1339256,0.3449559,-1.5636591,0.2643253,-0.2177147,0.0591133
-0.1447455,0.1692785,-1.5347946,0.3446175,-0.2421913,0.3332564
-0.1574302,-0.0969486,-1.7082714,0.3472361,-0.3913224,-0.1673697
-0.1350646,-0.0515623,-1.8030499,0.4470344,-0.6334636,0.1155856
-0.1946073,-0.1101156,-1.8190041,0.3450773,-0.5576510,0.5138538
-0.1707255,-0.1767322,-1.7037185,0.2447046,-0.4650101,-0.1540380
