F3,Fz,F4,Fc5,Fc1,Fc2,Fc6,T3,C3,C1,Cz,C2,C4,T4,Cp5,Cp1,Cp2,Cp6,P3,Pz,P4
-0.6110038,-0.7136069,2.0627036,-1.8986742,-1.2494951,1.4838612,1.1698371,0.6176447,-0.4290060,-0.1710390,1.1189055,0.8681236,1.5515219,1.7387075,-1.0103347,0.1679050,1.0294957,0.6737550,-0.2187617,0.1681299,0.0422899
-0.7504294,-1.1238655,1.2601290,-1.1126846,-0.7229096,1.1783550,0.9015758,0.7767337,-0.6872477,-0.5877800,0.9692653,-0.1304259,1.1757009,0.9861557,-1.1182309,0.6777641,0.8576860,0.6161562,-0.3980557,0.0929627,0.0325836
-1.2042100,-1.0227984,1.2226363,-1.2797114,-0.3910740,1.4376777,1.1621478,1.0008923,0.2394267,-1.0338702,0.9096866,-0.4004015,0.8859249,0.6521148,-0.7074884,1.1513913,1.3854076,0.7932777,-0.1165863,0.5385993,0.3560279
-1.0378069,-0.4525189,1.8694777,-1.9331356,-0.2678206,0.9784758,1.3275651,0.9091858,0.4590790,-0.4726273,1.0410119,0.5508538,1.4952701,1.0761193,-0.4094836,1.1313859,1.5857737,1.1508197,0.1835694,0.8447701,0.6998474
-0.9002323,-0.8009066,1.6045642,-1.4883475,0.3048396,1.3734107,1.3927222,0.8253873,-0.0864087,-0.6147206,0.9534080,0.4888516,1.8870391,1.4692037,-0.3222067,0.8448378,1.5081749,1.3720783,-0.1993318,0.6684784,0.7790058
-0.7125684,-0.4689565,1.3221457,-1.8215768,0.2811977,1.4617792,1.3585817,1.0752152,0.1500172,-0.8173690,0.9186426,-0.3182865,1.8329490,1.4293190,-0.1173297,0.8643674,1.4345795,1.2838924,0.3695215,0.3508097,0.7196236
-0.7986951,-0.6624876,1.8259619,-1.0273223,-0.0659900,1.4561721,1.2350494,0.9797595,0.6415104,-0.9782810,0.9457992,0.1775391,1.7512379,1.2277421,-0.4453955,0.5092375,0.9298666,0.7734318,-0.2234640,0.2020159,0.3877072
-0.7928601,-0.9519221,2.1148288,-1.2225626,-0.6091888,1.4343671,1.2205679,0.8620374,-0.0074113,-1.2135769,0.8921037,0.2621350,1.2644924,1.3886056,-0.5017385,0.7495932,0.5160372,0.6579325,-0.6089104,-0.0358000,-0.1513142
-0.0912718,-0.3612495,1.9415593,-1.3133156,-0.7330782,1.2254459,0.9900228,0.9898169,-0.2334499,-1.2797110,0.8435410,-0.6418298,0.6416688,0.9738729,-0.5965137,0.6039295,0.2396255,0.5501036,-0.7658278,-0.7262304,-0.1364445
-0.2656600,-0.1397980,1.9585694,-0.5593941,-0.1134894,1.6305888,1.2591000,1.2422550,0.5749090,-1.0470541,0.8366880,-0.6715634,0.6873441,1.2092838,0.4351951,1.0840310,0.5970909,0.5085789,-0.6164374,-0.2795561,0.1868480
