F3,F4,T3,T4,C1,C2
0.6180591,-0.1529341,0.0629656,2.0458691,2.2292900,2.5694625
0.5014183,-0.1083812,-0.2972855,2.3472564,1.8698961,2.6935227
0.8195252,0.0310694,0.3773361,2.3249617,1.9043382,1.9876006
0.4535098,0.2248450,0.3307945,2.2073891,1.2691308,1.7461208
0.3034902,-0.3056853,-0.1775373,2.2539098,1.7814773,2.8055940
0.7250068,-0.8917519,-0.4959100,1.9751474,1.0201429,2.5351045
0.7727984,-0.0505586,-0.1745672,1.8740480,0.6275576,1.6861389
0.4436606,-0.1814848,-0.2217346,1.8594238,1.3286368,1.6006832
0.6962107,0.0448190,0.1884977,1.8508844,1.3162555,1.8762871
0.8439797,0.1264496,1.0130641,1.5214695,0.9795013,1.3469015
0.4704300,-0.5033128,0.7128568,1.2230071,0.7561183,1.0049171
0.6643032,0.2766882,-0.1698229,1.5486619,1.5253850,1.3109647
0.5838009,0.2434483,-0.0974058,1.5689765,1.3588761,0.6189632
0.2831700,0.1617921,-0.7199529,1.4706182,0.9349881,0.7350911
0.0639447,0.4482800,-1.4711995,1.3553033,0.2694513,1.3852267
-0.2067233,0.7968267,-1.6524920,1.5808506,0.1204640,1.1983920
0.0304725,0.4566227,-1.5755274,1.5875074,-0.1519409,0.8211221
-0.3832330,0.3321554,-1.6431887,1.7539103,0.1409102,1.7609969
-0.3401455,1.3053629,-1.1963556,1.8833468,-0.0451890,2.0751472
-0.5156735,0.7681474,-0.6860798,1.6864169,-0.2904698,1.4770164
-0.4094601,0.2457230,-1.5982233,1.2547939,-0.1509669,1.3403479
-0.4331043,0.4351940,-2.1932831,1.0996175,-0.5313600,1.1675209
-0.0271698,0.8550058,-2.0216358,1.0956961,-0.9352654,0.7820822
-0.0437326,1.0297163,-1.9162802,1.2045271,-0.9554356,0.7900033
-0.1919963,1.3532244,-1.5680406,1.4718962,-0.5745659,1.1768504
0.1506463,1.1946497,-1.2337589,1.8334380,0.1673891,0.9537815
0.3139301,1.4908646,-0.6385061,1.8173105,0.6896083,0.7604187
0.3685556,1.5823519,-0.6005832,1.7964462,0.6543607,1.3711643
0.2975972,1.1607834,-0.7407367,1.9196227,0.5925949,1.4945109
0.3748544,1.2781833,-0.9911029,1.8393265,0.9443008,1.3868239
0.1859529,1.0041356,-1.1568774,1.5720534,1.1772968,1.1388769
-0.3481210,0.3388870,-2.0398371,1.1163813,1.1607232,1.6369480
-0.3448274,0.3310364,-1.6268222,0.9401047,0.4252943,1.3374553
-0.2612549,0.1233293,-1.3179922,0.8846298,0.6731875,0.9962764
-0.6418507,-0.1251486,-1.6411605,1.1054510,0.6494315,1.7791816
-0.9869567,-0.3442872,-1.5895379,1.3527672,0.4228280,1.8517218
-0.8052462,-0.3574882,-1.5769472,1.3706889,0.5673474,2.0132155
-0.6198204,-0.0225367,-1.8247745,1.1281922,0.6343145,2.5234349
-0.3846435,0.1793767,-1.9221677,0.8566860,-0.1250014,1.7666035
-0.5286834,-0.1597548,-2.0181618,0.6522070,-0.4187760,0.6883445
-1.0251768,-1.0236851,-2.6643579,0.3420710,-0.5352525,1.2608172
-1.4177654,-1.1260040,-2.2393014,0.4250946,0.1543309,1.3134880
-1.3964159,-0.8099300,-1.8839442,0.2704166,-0.7394534,0.6285692
-1.3044968,-1.2682612,-2.0214541,-0.0469051,-0.9735243,0.0464218
-1.3058695,-1.3889916,-2.7245586,-0.4705990,-1.6538787,0.2695186
-1.0762311,-0.5278078,-2.8298557,-0.3042917,-1.9051267,0.0435989
-0.7701647,-0.2582364,-2.6503830,0.0912424,-1.7168920,-0.2256363
-0.8156776,0.1190160,-2.2848003,0.2205077,-1.4255967,0.6068706
-0.5339841,0.3523355,-2.2756076,0.4909007,-0.5881293,1.3073287
-0.3813640,-0.0654786,-1.5397695,0.5316284,-0.6870402,0.4991561
-0.1620315,0.2022937,-1.5725746,0.7568136,-0.1219967,0.0517754
0.0255925,0.3106977,-1.8671864,0.9234129,-0.1970356,0.7705102
-0.4556551,0.5517275,-1.2204163,1.0427793,0.1229776,0.7081581
-0.3810867,0.2813890,-1.6209946,1.1219699,-0.0675449,0.9846228
-0.3421834,-0.3169376,-1.5414274,1.1860516,-0.3955914,1.5652634
-0.0970446,-0.0484888,-1.1186427,1.2496986,0.0517961,1.6487316
0.1320719,0.4835871,-1.4224617,1.1586212,0.1227960,1.4218550
0.1009976,0.8076660,-1.6157444,1.0477682,-0.6498400,1.6550672
-0.4552097,0.6149969,-1.6441933,0.9588441,-0.3326520,1.5980455
-0.3044862,0.6650068,-1.6780599,1.0394385,-0.6551910,0.7000416
-0.3144719,0.6792072,-1.7274668,1.1868069,-0.5665985,1.4532517
-0.3133616,1.0857749,-1.8385333,1.2571509,-0.2430523,1.5461028
-0.2496498,1.1401129,-1.3162371,1.2535254,-0.9381742,1.0020189
0.0177503,0.7747113,-1.6457689,1.1493931,-1.6063700,0.7819307
-0.2339642,0.7956291,-1.7732941,1.1307611,-1.4829199,1.1627158
-0.4418456,1.3630666,-1.7566799,0.9766405,-1.2791017,1.1343423
-0.1615228,1.7121356,-1.7457395,1.2486641,-1.0421168,0.9295670
-0.1443756,1.3467189,-1.9862812,1.3468549,-1.0736333,0.9102017
-0.1011321,1.2668804,-1.8599465,1.0146053,-1.1854187,0.5041496
-0.4710059,0.9171740,-1.8937529,0.4605727,-2.0687187,-0.4728589
-0.8998924,0.5056697,-2.2605677,0.5423269,-1.9379354,0.2705048
-0.6449820,0.5457218,-2.3727872,0.7508469,-2.2196052,0.6598761
-0.3573929,0.2394880,-1.7320824,0.9866204,-2.2222362,0.3273142
0.1430461,0.4008462,-1.0442486,1.0248742,-1.3873491,0.5454453
-0.1484895,0.5083581,-0.7309032,1.3315337,-1.1053411,0.4711975
-0.4589351,0.9706455,-1.4186418,1.2890260,-1.1479366,0.8818017
-0.3746342,0.6102604,-1.4771059,0.9035001,-1.4108932,0.1245892
-0.2956774,0.8823649,-0.9849013,0.9248942,-0.8428063,0.7098581
-0.0446101,0.5051612,-0.7216526,1.1530366,-0.4598964,1.1528014
0.2005548,0.1652561,-0.6393191,1.3006047,-0.2479362,0.5070974
0.4303256,0.6005816,-0.4882934,1.0131346,-0.6602411,0.2423954
0.3527379,0.8918542,-0.2108907,1.1234123,-0.5666846,0.3141032
-0.0292729,0.8269439,-0.0402966,1.1648747,-0.3228467,0.0848943
-0.3543522,1.2631779,-0.3934343,1.4050143,-0.8942111,0.0704299
