# F3,F4,T3,T4,C1,C2
-125.784,-177.465,-250.047,-91.393,-96.713,-127.304
-127.304,-176.515,-251.947,-93.103,-93.863,-126.544
-133.764,-177.465,-254.227,-90.063,-94.053,-125.024
-134.714,-174.235,-262.017,-91.963,-94.243,-120.843
-131.864,-177.275,-262.207,-89.303,-96.713,-122.173
-126.354,-176.325,-257.267,-84.362,-95.953,-124.263
-123.123,-173.665,-252.897,-83.032,-92.723,-121.793
-123.313,-170.625,-253.467,-82.272,-92.153,-115.903
-119.513,-171.765,-246.817,-80.182,-90.253,-119.703
-115.713,-174.045,-238.647,-80.182,-86.262,-120.843
-116.473,-174.235,-238.837,-79.802,-86.452,-120.843
-114.953,-172.335,-240.737,-78.282,-85.502,-118.753
-112.103,-173.095,-234.657,-81.892,-86.642,-117.993
-108.493,-168.915,-231.807,-82.842,-87.212,-123.123
-107.733,-167.965,-231.046,-83.032,-88.542,-122.553
-107.923,-170.815,-235.037,-82.842,-88.732,-115.713
-109.253,-167.395,-231.807,-81.512,-83.602,-117.233
-112.673,-168.535,-231.426,-79.802,-89.873,-119.893
-115.523,-168.345,-235.037,-83.602,-91.393,-122.363
-114.763,-173.475,-237.507,-87.782,-86.832,-125.974
